Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_11,0.26,54.225,52678.8520055325,951.6,C, ,54.55,1,1,0
Grade_11,0.26,54.225,52678.8520055325,951.6,C, ,54.55,1,1,0
Grade_11,0.26,54.225,52678.8520055325,951.6,C, ,54.55,1,1,0
Grade_11,0.26,54.225,52678.8520055325,951.6,C, ,54.55,1,1,0
Grade_11,0.26,54.225,52678.8520055325,951.6,C, ,54.55,1,1,0
Grade_11,0.19,49.65,49585.0,984.12,C, ,49.65,1,1,0
Grade_11,0.167,49.494,42400.4952115408,842.52,C, ,49.594,1,1,0
Grade_11,0.131,49.525,50848.74572438163,1010.28,C, ,49.594,1,1,0
Grade_11,0.155,48.425,60332.112338668056,1198.8,M, ,49.594,1,2,0
Grade_11,0.15,48.713,47535.4310758935,944.52,C, ,49.594,1,2,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,1,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,1,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,1,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,1,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,1,3,0
Grade_6,0.19,49.65,54478.58509566968,984.12,C, ,54.55,2,1,0
Grade_6,0.1445,53.22,70110.38237504697,1266.48,M, ,54.55,2,1,0
Grade_6,0.1445,53.22,70110.38237504697,1266.48,M, ,54.55,2,1,0
Grade_6,0.123,52.32,55605.13379204893,1004.52,M, ,54.55,2,1,0
Grade_6,0.087,54.55,53440.0,965.4,M, ,54.55,2,1,0
Grade_11,0.176,49.65,47674.0,946.2,C, ,49.65,2,1,0
Grade_11,0.167,49.494,42400.4952115408,842.52,C, ,49.594,2,1,0
Grade_11,0.131,49.525,50848.74572438163,1010.28,C, ,49.594,2,1,0
Grade_11,0.155,48.425,60332.112338668056,1198.8,M, ,49.594,2,2,0
Grade_11,0.155,48.425,60332.112338668056,1198.8,M, ,49.594,2,2,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.07,42.469,53235.0,1235.16,C, ,42.469,2,3,0
Grade_11,0.095,37.969,45658.385393347206,1098.24,C, ,40.969,2,3,0
