Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_28,0.178,65.4,48492.0,726.0,M, ,65.4,1,1,0
Grade_28,0.178,65.4,48492.0,726.0,M, ,65.4,1,1,0
Grade_28,0.178,65.4,48492.0,726.0,M, ,65.4,1,1,0
Grade_28,0.178,65.4,48492.0,726.0,M, ,65.4,1,1,0
Grade_28,0.178,65.4,48492.0,726.0,M, ,65.4,1,1,0
Grade_28,0.129,63.65,73875.0,1147.0,M, ,63.65,1,1,0
Grade_28,0.129,63.65,73875.0,1142.0,M, ,63.65,1,1,0
Grade_28,0.129,63.65,73875.0,1142.0,M, ,63.65,1,1,0
Grade_28,0.129,63.65,73875.0,1142.0,M, ,63.65,1,1,0
Grade_28,0.129,63.65,73875.0,1149.0,M, ,63.65,1,1,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,1,2,0
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,1,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,1,2,0
Grade_27,0.306,61.525,48736.68590004064,860.0,C, ,65.4,2,1,0
Grade_27,0.245,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,48736.68590004064,730.0,C, ,65.4,2,1,0
Grade_27,0.183,61.525,50793.87891101179,779.0,C, ,63.900000000000006,2,1,0
Grade_26,0.1295,60.4,50057.98509933775,783.0,M, ,63.65,2,1,0
Grade_26,0.1295,60.4,50057.98509933775,783.0,M, ,63.65,2,1,0
Grade_26,0.185,60.15,51313.64588528678,799.0,M, ,63.65,2,1,0
Grade_26,0.25,60.15,76446.66583541148,1191.0,M, ,63.65,2,2,1
Grade_26,0.25,63.65,72243.0,1142.0,M, ,63.65,2,2,2
Grade_28,0.104,60.15,48666.20532003325,790.0,M, ,60.65,2,2,0
Grade_28,0.1035,60.05,48976.51623646961,795.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1190.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,2,2,0
Grade_28,0.08,60.65,72890.0,1183.0,M, ,60.65,2,2,0
