Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_13,0.181,57.15,72890.0,1274.0,C, ,57.15,1,1,0
Grade_13,0.181,56.275,41561.0,738.0,C, ,56.275,1,1,0
Grade_13,0.181,54.9,40208.08754098361,731.0,C, ,54.963,1,1,0
Grade_13,0.181,54.9,40208.08754098361,731.0,C, ,54.963,1,1,0
Grade_13,0.181,54.9,40208.08754098361,731.0,C, ,54.963,1,1,0
Grade_13,0.1575,54.6,49809.96708791208,906.0,M, ,54.963,1,1,0
Grade_13,0.2247,52.275,48206.57268292683,876.0,C, ,54.963,1,1,0
Grade_13,0.2247,52.275,47329.49951219512,876.0,C, ,53.963,1,1,0
Grade_13,0.2247,53.963,45848.99999999999,847.0,C, ,53.963,1,1,2
Grade_13,0.2247,53.963,45848.99999999999,847.0,C, ,53.963,1,1,2
Grade_13,0.2247,53.963,45848.99999999999,847.0,C, ,53.963,1,1,2
Grade_13,0.2247,53.963,45848.99999999999,847.0,C, ,53.963,1,1,2
Grade_13,0.2247,53.963,45848.99999999999,847.0,C, ,53.963,1,1,2
Grade_13,0.2247,53.963,40333.69809401524,745.1120479319269,C, ,53.963,1,1,2
Grade_14,0.241,52.537,53257.570854826125,946.0,C, ,56.275,2,1,0
Grade_14,0.241,52.537,52015.91944724671,946.0,C, ,54.963,2,1,0
Grade_14,0.14,51.463,53101.45852359948,969.0,C, ,54.963,2,1,0
Grade_14,0.14,54.963,49720.0,737.0,C, ,54.963,2,1,2
Grade_14,0.14,54.963,49720.0,737.0,C, ,54.963,2,1,2
Grade_14,0.14,54.963,42185.05117432767,625.309386876096,C, ,54.963,2,1,2
Grade_11,0.13,54.963,41017.0,737.0,C, ,54.963,2,1,0
Grade_11,0.12,53.4,49517.62102996255,907.0,C, ,53.963,2,1,0
Grade_11,0.14,52.463,50053.32340887864,915.0,C, ,53.963,2,1,0
Grade_11,0.14,52.463,50053.32340887864,916.0,C, ,53.963,2,1,0
Grade_11,0.155,52.213,50408.736559860576,919.0,C, ,53.963,2,1,0
Grade_11,0.155,52.213,50408.736559860576,919.0,C, ,53.963,2,1,0
Grade_11,0.195,52.213,47960.33583590294,883.0,C, ,53.963,2,1,0
Grade_11,0.22,51.787,51951.90474443393,956.0,C, ,53.963,2,1,0
