Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_11,0.16,62.275,54022.28020875151,826.92,C, ,64.375,1,1,0
Grade_11,0.11,64.375,46015.0,704.4,C, ,64.375,1,1,0
Grade_11,0.1,63.188,51300.34126732924,791.88,C, ,63.838,1,1,0
Grade_11,0.201,62.256,49898.56007453096,770.28,C, ,63.838,1,1,0
Grade_11,0.201,62.256,49898.56007453096,770.28,C, ,63.838,1,1,0
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,2,0
Grade_28,0.116,55.65,80248.94296495958,1276.68,M, ,61.938,1,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.146,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,1,2,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,1,3,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,1,3,0
Grade_11,0.19,52.775,46657.24869729986,869.16,C, ,52.9,1,3,0
Grade_11,0.155,52.713,47535.0,888.6,C, ,52.713,1,3,0
Grade_11,0.131,49.525,52508.706996466426,1010.28,C, ,51.213,1,3,0
Grade_11,0.16,62.275,54022.28020875151,826.92,C, ,64.375,2,1,0
Grade_11,0.11,64.375,46015.0,704.4,C, ,64.375,2,1,0
Grade_11,0.1,63.188,51300.34126732924,791.88,C, ,63.838,2,1,0
Grade_11,0.201,62.256,49898.56007453096,770.28,C, ,63.838,2,1,0
Grade_11,0.156,62.056,50059.37791672039,772.68,C, ,63.838,2,1,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.121,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.14,61.525,51118.85841527834,813.24,C, ,61.938,2,2,0
Grade_11,0.135,54.4,46547.0,843.12,C, ,54.4,2,3,0
Grade_11,0.155,53.213,47535.0,880.32,C, ,53.213,2,3,0
Grade_11,0.155,52.713,47535.0,888.6,C, ,52.713,2,3,0
Grade_11,0.195,52.275,45615.0,859.92,C, ,52.275,2,3,0
Grade_11,0.131,49.525,52059.62544169611,1010.28,C, ,50.775,2,3,0
