Grade,Gauge,OrderWidth,Weight,CoilLength,EdgeCode,CleanSteelCategory,CastWidth,Caster,RollerCampaign,"MustCast, OrderBook, Stock"
Grade_11,0.22,62.662,63473.0,998.16,C, ,62.662,1,1,0
Grade_11,0.215,61.912,47788.0,760.56,C, ,61.912,1,1,0
Grade_11,0.216,61.725,47604.0,759.96,C, ,61.725,1,1,0
Grade_11,0.19,61.713,47674.0,761.28,C, ,61.713,1,1,0
Grade_11,0.225,59.975,62610.38349312213,1001.16,C, ,61.625,1,1,0
Grade_11,0.185,59.088,61120.21899539669,977.28,C, ,61.625,1,1,0
Grade_6,0.1445,59.47,46398.53707751808,741.96,M, ,61.625,1,1,0
Grade_6,0.1,59.438,51676.46539250984,846.96,C, ,60.125,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_6,0.1445,59.47,44776.0,741.96,M, ,59.47,1,1,0
Grade_11,0.22,62.662,63473.0,998.16,C, ,62.662,2,1,0
Grade_11,0.215,61.912,47788.0,760.56,C, ,61.912,2,1,0
Grade_11,0.19,61.713,47674.0,761.28,C, ,61.713,2,1,0
Grade_11,0.225,59.975,62610.38349312213,1001.16,C, ,61.625,2,1,0
Grade_11,0.165,59.9,52599.35517529216,841.08,C, ,61.625,2,1,0
Grade_11,0.155,59.65,49108.87468566639,785.28,C, ,61.625,2,1,0
Grade_11,0.083,61.625,59241.0,947.28,C, ,61.625,2,1,0
Grade_11,0.115,59.525,59838.13733725325,980.76,C, ,60.125,2,1,0
Grade_11,0.1,59.438,51113.50348262055,846.96,C, ,59.47,2,1,0
Grade_11,0.185,59.088,58982.87097210939,977.28,C, ,59.47,2,1,0
Grade_11,0.255,58.225,53484.69815371404,886.2,C, ,59.47,2,1,0
Grade_11,0.255,58.225,53484.69815371404,886.2,C, ,59.47,2,1,0
Grade_11,0.27,58.162,59491.47226711598,985.8,C, ,59.47,2,1,0
Grade_11,0.205,57.912,47784.8720472441,791.76,C, ,59.47,2,1,0
